zona_division_politico_adminisrativa;nombre_zona;nit;dane_anterior;dane_establecimiento;consecutivo_dane;nombre_sede;tipo_sede;comuna;nombre_comuna;nucleo;numero_oficial;prestacion_servicio;sector;zona_sineb;zona_georeferenciado;barrio;vereda;direccion_sede;telefono_sede;ano_registro
2;ZONA NOROCCIDENTAL;"";105001007838;105001010448;10500101044803;SECCION ESCUELA SAN FRANCISCO DE PAULA;SEDE;6;DOCE DE OCTUBRE;921;169;OFICIAL;Oficial;URBANA;Urbana;LA ESPERANZA;0;CR 74 B 93 58;2370213;2022.0
2;ZONA NOROCCIDENTAL;"";105001011975;105001010448;10500101044804;SECCION ESCUELA LOS COMUNEROS;SEDE;6;DOCE DE OCTUBRE;921;169;OFICIAL;Oficial;URBANA;Urbana;LA ESPERANZA;0;CR 73 B 96 77;2379548;2022.0
2;ZONA NOROCCIDENTAL;"";105001000213;105001010448;10500101044805;SECCION ESCUELA SAN MARTIN DE PORRES;SEDE;6;DOCE DE OCTUBRE;921;169;OFICIAL;Oficial;URBANA;Urbana;SAN MARTIN DE PORRES;0;CR 75 A 97 135;2378059;2022.0
1;ZONA NORORIENTAL;811019074-0;105001010588;105001010588;10500101058801;INSTITUCION EDUCATIVA FE Y ALEGRIA LA CIMA;PRINCIPAL;3;MANRIQUE;916;34;OFICIAL;Oficial;URBANA;Urbana;LAS GRANJAS;0;CR 36 C 86 B B 15;3004171276;2022.0
1;ZONA NORORIENTAL;"";105001005860;105001010588;10500101058802;SECCION ESCUELA FE Y ALEGRIA NO. 3;SEDE;3;MANRIQUE;916;34;OFICIAL;Oficial;URBANA;Urbana;LAS GRANJAS;0;CL 89     38-61;3004145005;2022.0
1;ZONA NORORIENTAL;"";105001000078;105001010588;10500101058803;SECCION ESCUELA LA CIMA SAN JOSE;SEDE;3;MANRIQUE;916;34;OFICIAL;Oficial;URBANA;Urbana;LA SALLE;0;CL 92C    31BB-23;3004162432;2022.0
3;ZONA CENTRO ORIENTAL;890983782-8;105001010855;105001010855;10500101085501;INSTITUCION EDUCATIVA ANA DE CASTRILLON;PRINCIPAL;10;LA CANDELARIA;928;141;OFICIAL;Oficial;URBANA;Urbana;LAS PALMAS;0;CR 38 C 39 B 86;2178032;2022.0
3;ZONA CENTRO ORIENTAL;"";105001000710;105001010855;10500101085502;SECCION ESCUELA DIVINO SALVADOR;SEDE;9;BUENOS AIRES;928;141;OFICIAL;Oficial;URBANA;Urbana;EL SALVADOR;0;CR 38B    40-29;2169941;2022.0
2;ZONA NOROCCIDENTAL;811020638-6;105001011011;105001011011;10500101101101;INSTITUCION EDUCATIVA TOMAS CARRASQUILLA;PRINCIPAL;7;ROBLEDO;923;100;OFICIAL;Oficial;URBANA;Urbana;Palenque;0;CR 88 68 109;2641122;2022.0
2;ZONA NOROCCIDENTAL;811019729-6;105001011061;105001011061;10500101106101;INSTITUCION EDUCATIVA JOSE ASUNCION SILVA;PRINCIPAL;5;CASTILLA;919;59;OFICIAL;Oficial;URBANA;Urbana;LAS BRISAS;0;CL 118 64 CC 68;2739576;2022.0
3;ZONA CENTRO ORIENTAL;811018413-1;105001011070;105001011070;10500101107001;INSTITUCION EDUCATIVA MERCEDITAS GOMEZ MARTINEZ;PRINCIPAL;9;BUENOS AIRES;926;133;OFICIAL;Oficial;URBANA;Urbana;BOMBONÁ No2;0;CL 45 18 03;2692880;2022.0
3;ZONA CENTRO ORIENTAL;"";105001015202;105001011070;10500101107002;SECCION ESCUELA NUESTRA SEÑORA DEL ROSARIO;SEDE;9;BUENOS AIRES;926;133;OFICIAL;Oficial;URBANA;Urbana;BOMBONÁ No2;0;CL 43E    9D-51;2212665;2022.0
3;ZONA CENTRO ORIENTAL;"";105001000957;105001011070;10500101107003;SECCION ESCUELA JUAN MANUEL GONZALEZ ARBELAEZ;SEDE;9;BUENOS AIRES;926;133;OFICIAL;Oficial;URBANA;Urbana;GERONA;0;CL 40A    32-80;2167445;2022.0
3;ZONA CENTRO ORIENTAL;"";105001026026;105001011070;10500101107004;SECCION ESCUELA ETERNA PRIMAVERA;SEDE;9;BUENOS AIRES;926;133;OFICIAL;Oficial;URBANA;Urbana;BOMBONÁ No2;0;CL 34 19 05;2936127;2022.0
2;ZONA NOROCCIDENTAL;811019735-0;105001011088;105001011088;10500101108801;INSTITUCION EDUCATIVA CIUDADELA LAS AMERICAS;PRINCIPAL;6;DOCE DE OCTUBRE;921;78;OFICIAL;Oficial;URBANA;Urbana;SANTANDER;0;CL 111 79 77;2730061/2730161/2738598;2022.0
2;ZONA NOROCCIDENTAL;811019064-7;105001011363;105001011363;10500101136301;INSTITUCION EDUCATIVA DOCE DE OCTUBRE;PRINCIPAL;6;DOCE DE OCTUBRE;921;79;OFICIAL;Oficial;URBANA;Urbana;SANTANDER;0;CR 77 B 103 05;"4715975-4777998
4718894-4381467";2022.0
2;ZONA NOROCCIDENTAL;"";105001009962;105001011363;10500101136302;SECCION ESCUELA LEON DE GREIFF;SEDE;6;DOCE DE OCTUBRE;921;79;OFICIAL;Oficial;URBANA;Urbana;DOCE DE OCTUBRE No2;0;CL 101 CC 82 E 72;4717026--2671544;2022.0
2;ZONA NOROCCIDENTAL;811045207-3;105001011461;105001011461;10500101146101;INSTITUCION EDUCATIVA FE Y ALEGRIA AURES;PRINCIPAL;7;ROBLEDO;922;91;OFICIAL;Oficial;URBANA;Urbana;Aures No.2;0;CR 95 89 73;2575489;2022.0
6;ZONA SUROCCIDENTAL;811019157-3;105001011606;105001011606;10500101160601;INSTITUCION EDUCATIVA HORACIO MUÑOZ SUESCUN;PRINCIPAL;16;BELÉN;934;176;OFICIAL;Oficial;URBANA;Urbana;LAS MERCEDES;0;CL 32 86 35;2381265;2022.0
6;ZONA SUROCCIDENTAL;"";205001002741;105001011606;10500101160602;SECCION ESCUELA SAN PABLO;SEDE;16;BELÉN;934;176;OFICIAL;Oficial;URBANA;Rural;LAS VIOLETAS;0;CR 102 Nº 31 B 28;2564182;2022.0
3;ZONA CENTRO ORIENTAL;811017265-1;105001011631;105001011631;10500101163101;INSTITUCION EDUCATIVA ASAMBLEA DEPARTAMENTAL;PRINCIPAL;9;BUENOS AIRES;925;125;OFICIAL;Oficial;URBANA;Urbana;MIRAFLORES;0;CR 27 47 45;2699679;2022.0
3;ZONA CENTRO ORIENTAL;"";105001000302;105001011631;10500101163102;SECCION ESCUELA ALEJANDRO ECHAVARRIA;SEDE;9;BUENOS AIRES;925;125;OFICIAL;Oficial;URBANA;Urbana;BARRIO CAICEDO;0;CR 30  50 07;2694523;2022.0
3;ZONA CENTRO ORIENTAL;"";105001002810;105001011631;10500101163103;SECCION LICEO LEON DE GREIFF;SEDE;9;BUENOS AIRES;925;125;OFICIAL;Oficial;URBANA;Urbana;BUENOS AIRES;0;CR 30 50 16;2697182;2022.0
1;ZONA NORORIENTAL;811017223-2;105001011690;105001011690;10500101169001;INSTITUCION EDUCATIVA FEDERICO CARRASQUILLA;PRINCIPAL;1;POPULAR;914;5;OFICIAL;Oficial;URBANA;Urbana;Popular;0;CR 45 108 110;2581227/2580194;2022.0
1;ZONA NORORIENTAL;"";105001008176;105001011690;10500101169002;SECCION ESCUELA DIVINA PROVIDENCIA;SEDE;1;POPULAR;914;5;OFICIAL;Oficial;URBANA;Urbana;Popular;0;CLL  108  43b 17;2584850;2022.0
2;ZONA NOROCCIDENTAL;811018372-6;105001011711;105001011711;10500101171101;INSTITUCION EDUCATIVA VILLA DE LA CANDELARIA;PRINCIPAL;7;ROBLEDO;923;101;OFICIAL;Oficial;URBANA;Urbana;Aures No.1;0;CL 77 A 90 D 35;2642310 -300 727 18 79;2022.0
4;ZONA CENTRO OCCIDENTAL;811018599-0;105001011886;105001011886;10500101188601;INSTITUCION EDUCATIVA AMERICA;PRINCIPAL;12;LA AMERICA;930;154;OFICIAL;Oficial;URBANA;Urbana;SANTA MÓNICA;0;CL 34 EE 91 20;4922122-4961277-4922111;2022.0
4;ZONA CENTRO OCCIDENTAL;"";105001008206;105001011886;10500101188602;SECCION ESCUELA BETANIA;SEDE;13;SAN JAVIER;930;154;OFICIAL;Oficial;URBANA;Urbana;BETANIA;0;CR 110A  34 82;2531582;2022.0
2;ZONA NOROCCIDENTAL;"";105001012076;105001012076;10500101207601;ESCUELA UNIVERSIDAD NACIONAL;PRINCIPAL;7;ROBLEDO;923;0;REGIMEN ESPECIAL;Oficial;URBANA;Urbana;Palenque;0;CR 88A 68 85 INTERIOR 140;4309000 ext 46782;2022.0
2;ZONA NOROCCIDENTAL;811019724-1;105001012092;105001012092;10500101209201;INSTITUCION EDUCATIVA BARRIO SANTANDER;PRINCIPAL;6;DOCE DE OCTUBRE;921;80;OFICIAL;Oficial;URBANA;Urbana;SANTANDER;0;CR 78 C 104 F 78;4720572-4719980;2022.0
6;ZONA SUROCCIDENTAL;811018695-1;105001012106;105001012106;10500101210601;INSTITUCION EDUCATIVA JUAN MARIA CESPEDES;PRINCIPAL;16;BELÉN;934;177;OFICIAL;Oficial;URBANA;Urbana;EL NOGAL -LOS ALMENDROS;0;CL 32 B 76 A 48;3414468-3224192;2022.0
6;ZONA SUROCCIDENTAL;"";105001800163;105001012106;10500101210602;SECCION ESCUELA LAS PLAYAS;SEDE;16;BELÉN;934;177;OFICIAL;Oficial;URBANA;Urbana;LAS PLAYAS;0;CL 10 76 20;2565476;2022.0
1;ZONA NORORIENTAL;811021005-9;105001012165;105001012165;10500101216501;INSTITUCION EDUCATIVA GUADALUPE;PRINCIPAL;1;POPULAR;914;6;OFICIAL;Oficial;URBANA;Urbana;Villa Guadalupe;0;CR 42 B 95 A 23;5 21 13 53 - 5 21 12 82;2022.0
1;ZONA NORORIENTAL;"";105001005461;105001012165;10500101216502;SECCION ESCUELA AGRIPINA MONTES DEL VALLE;SEDE;1;POPULAR;914;6;OFICIAL;Oficial;URBANA;Urbana;Villa Guadalupe;0;CL 95 A 92 B 44;5211321;2022.0
1;ZONA NORORIENTAL;"";105001000230;105001012165;10500101216503;SECCION ESCUELA GRACIELA JIMENEZ DE BUSTAMANTE;SEDE;1;POPULAR;914;6;OFICIAL;Oficial;URBANA;Urbana;Moscú No.2;0;CR 44 98 B 24;5219898;2022.0
1;ZONA NORORIENTAL;900709106-1;105001012581;105001012581;10500101258101;INSTITUCION EDUCATIVA REINO DE BELGICA;PRINCIPAL;3;MANRIQUE;916;203;OFICIAL;Oficial;URBANA;Urbana;MANRIQUE;0;CL 94 24 C 39;5722332 -  300 4159624;2022.0
3;ZONA CENTRO ORIENTAL;811017293-8;105001012696;105001012696;10500101269601;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO;PRINCIPAL;10;LA CANDELARIA;924;116;OFICIAL;Oficial;URBANA;Urbana;LOS ÁNGELES;0;CL 58 36 B 40;3200510;2022.0
3;ZONA CENTRO ORIENTAL;"";105001002429;105001012696;10500101269602;SECCION ESCUELA JULIA AGUDELO;SEDE;8;VILLA HERMOSA;924;116;OFICIAL;Oficial;URBANA;Urbana;Enciso;0;CL 58 28 58;2841315;2022.0
3;ZONA CENTRO ORIENTAL;"";105001008222;105001012696;10500101269603;SECCION ESCUELA SANTIAGO SANTAMARIA;SEDE;8;VILLA HERMOSA;924;116;OFICIAL;Oficial;URBANA;Urbana;Enciso;0;CL 58  29 31;2841231;2022.0
1;ZONA NORORIENTAL;811039212-6;105001012700;105001012700;10500101270001;INSTITUCION EDUCATIVA SAN PABLO;PRINCIPAL;1;POPULAR;914;7;OFICIAL;Oficial;URBANA;Urbana;Moscú No.2;0;CL 98 B 37 38;5213098-5213099;2022.0
1;ZONA NORORIENTAL;"";105001006912;105001012700;10500101270002;SECCION ESCUELA MEDELLIN;SEDE;1;POPULAR;914;7;OFICIAL;Oficial;URBANA;Urbana;San Pablo;0;CL 96    36-45;2363305;2022.0
1;ZONA NORORIENTAL;"";105001010090;105001012700;10500101270003;SECCION ESCUELA MARCO FIDEL SUAREZ;SEDE;1;POPULAR;914;7;OFICIAL;Oficial;URBANA;Urbana;Moscú No.2;0;CL 99    37-18;2586525;2022.0
2;ZONA NOROCCIDENTAL;811026293-6;105001013013;105001013013;10500101301301;INSTITUCION EDUCATIVA EL PICACHITO;PRINCIPAL;6;DOCE DE OCTUBRE;921;81;OFICIAL;Oficial;URBANA;Urbana;PICACHITO;0;CR 85 A 98 B 17;4761277/4722556;2022.0
2;ZONA NOROCCIDENTAL;811019727-1;105001013072;105001013072;10500101307201;INSTITUCION EDUCATIVA MAESTRO PEDRO NEL GOMEZ;PRINCIPAL;5;CASTILLA;919;60;OFICIAL;Oficial;URBANA;Urbana;FLORENCIA;0;CL 118 70 42;4620035;2022.0
2;ZONA NOROCCIDENTAL;"";105001005371;105001013072;10500101307202;SECCION ESCUELA DIEGO MARIA GOMEZ;SEDE;5;CASTILLA;919;60;OFICIAL;Oficial;URBANA;Urbana;FLORENCIA;0;CR 74    115-16;2730379;2022.0
1;ZONA NORORIENTAL;811020229-7;105001013145;105001013145;10500101314501;INSTITUCION EDUCATIVA SANTA TERESA;PRINCIPAL;2;SANTA CRUZ;915;18;OFICIAL;Oficial;URBANA;Urbana;La Francia;0;CR 52 109 A 18;3052454556/3004192620;2022.0
5;ZONA SURORIENTAL;811042439-1;105001013340;105001013340;10500101334001;INSTITUCION EDUCATIVA INEM JOSE FELIX DE RESTREPO;PRINCIPAL;14;POBLADO;932;160;OFICIAL;Oficial;URBANA;Urbana;PATIO BONITO;0;CR 48 1 25;2663443/2664600/2663483;2022.0
5;ZONA SURORIENTAL;"";105001000272;105001013340;10500101334002;SECCION ESCUELA GUILLERMO ECHAVARRIA MISAS;SEDE;14;POBLADO;932;160;OFICIAL;Oficial;URBANA;Urbana;ASTORGA;0;CR 43B   9 61;3112578;2022.0
2;ZONA NOROCCIDENTAL;811019800-1;105001013439;105001013439;10500101343901;INSTITUCION EDUCATIVA FELIX DE BEDOUT MORENO;PRINCIPAL;5;CASTILLA;919;61;OFICIAL;Oficial;URBANA;Urbana;TEJELO;0;CL 108 70 39;4631980;2022.0
4;ZONA CENTRO OCCIDENTAL;811022317-6;105001013447;105001013447;10500101344701;INSTITUCION EDUCATIVA JOSE HORACIO BETANCUR;PRINCIPAL;60;SAN CRISTOBAL;936;185;OFICIAL;Oficial;RURAL;Urbana;LA LOMA;La Loma;CR 121 57 57;4271454;2022.0
4;ZONA CENTRO OCCIDENTAL;811017053-7;105001013633;105001013633;10500101363301;INSTITUCION EDUCATIVA LOMA HERMOSA;PRINCIPAL;60;SAN CRISTOBAL;936;186;OFICIAL;Oficial;RURAL;Urbana;LA LOMA;La Loma;CR 124 B 53 B 5;4274977;2022.0
4;ZONA CENTRO OCCIDENTAL;"";105001013455;105001013633;10500101363302;SECCION ESCUELA SAN VICENTE FERRER;SEDE;60;SAN CRISTOBAL;936;186;OFICIAL;Oficial;RURAL;Rural;LA LOMA;La Loma;CL 48 CC N 120 E 66;2530223;2022.0
2;ZONA NOROCCIDENTAL;811018891-7;105001014397;105001014397;10500101439701;INSTITUCION EDUCATIVA LUIS LOPEZ DE MESA;PRINCIPAL;7;ROBLEDO;922;92;OFICIAL;Oficial;URBANA;Urbana;López de  Mesa;0;CL 84 74 60;2572361;2022.0
2;ZONA NOROCCIDENTAL;811018233-0;105001014851;105001014851;10500101485101;INSTITUCION EDUCATIVA JESUS REY;PRINCIPAL;7;ROBLEDO;922;93;OFICIAL;Oficial;URBANA;Urbana;Aures No.1;0;CR 88 77 A 11;4218309/4219747;2022.0
1;ZONA NORORIENTAL;811019071-9;105001015091;105001015091;10500101509101;INSTITUCION EDUCATIVA FE Y ALEGRIA GRANIZAL;PRINCIPAL;1;POPULAR;914;9;OFICIAL;Oficial;URBANA;Urbana;Granizal;0;CR 39 A 104 23;358-97-54 / 528- 38- 56;2022.0
1;ZONA NORORIENTAL;"";105001016489;105001015091;10500101509102;SECCION ESCUELA FE Y ALEGRIA GRANIZAL;SEDE;1;POPULAR;914;9;OFICIAL;Oficial;URBANA;Urbana;Granizal;0;CR 39A    104-40;358-97-54 / 528- 38- 56;2022.0
2;ZONA NOROCCIDENTAL;811017317-6;105001015148;105001015148;10500101514801;INSTITUCION EDUCATIVA CAMILO MORA CARRASQUILLA;PRINCIPAL;7;ROBLEDO;923;102;OFICIAL;Oficial;URBANA;Urbana;Fuente Clara;0;CL 62 D 94 B 74;4384765;2022.0
4;ZONA CENTRO OCCIDENTAL;811021743-6;105001015172;105001015172;10500101517201;INSTITUCION EDUCATIVA EDUARDO SANTOS;PRINCIPAL;13;SAN JAVIER;931;156;OFICIAL;Oficial;URBANA;Urbana;EDUARDO SANTOS;0;CL 43 120 C 77;4484845;2022.0
4;ZONA CENTRO OCCIDENTAL;"";105001006530;105001015172;10500101517202;SECCION ESCUELA PEDRO J GOMEZ;SEDE;13;SAN JAVIER;931;156;OFICIAL;Oficial;URBANA;Urbana;EL SALADO;0;CR 118    39DA-95;2536425;2022.0
3;ZONA CENTRO ORIENTAL;811018066-7;105001015211;105001015211;10500101521101;INSTITUCION EDUCATIVA LA LIBERTAD;PRINCIPAL;8;VILLA HERMOSA;924;117;OFICIAL;Oficial;URBANA;Urbana;La Libertad;0;DG 17 DD 56 B 49;2267949;2022.0
2;ZONA NOROCCIDENTAL;811028888-7;105001015831;105001015831;10500101583101;INSTITUCION EDUCATIVA VALLEJUELOS;PRINCIPAL;7;ROBLEDO;923;103;OFICIAL;Oficial;URBANA;Urbana;Santa Margarita;0;CR 104 C 62 20;4262975/4265964;2022.0
2;ZONA NOROCCIDENTAL;811020170-1;105001016420;105001016420;10500101642001;INSTITUCION EDUCATIVA TRICENTENARIO;PRINCIPAL;5;CASTILLA;920;70;OFICIAL;Oficial;URBANA;Urbana;TRICENTENARIO;0;CR 63 A 94 A 629;4713883 - 304164151;2022.0
2;ZONA NOROCCIDENTAL;"";105001011428;105001016420;10500101642002;SECCION ESCUELA TRICENTENARIO;SEDE;5;CASTILLA;920;70;OFICIAL;Oficial;URBANA;Urbana;TRICENTENARIO;0;CR 63A    94A-23;2671734;2022.0
2;ZONA NOROCCIDENTAL;811015194-8;105001017132;105001017132;10500101713201;INSTITUCION EDUCATIVA FE Y ALEGRIA SAN JOSE;PRINCIPAL;7;ROBLEDO;922;94;OFICIAL;Oficial;URBANA;Urbana;Aures No.2;0;CL 86 92 60;3004176120 - 4242690;2022.0
1;ZONA NORORIENTAL;811019153-4;105001017876;105001017876;10500101787601;INSTITUCION EDUCATIVA FRANCISCO LUIS HERNANDEZ BETANCUR;PRINCIPAL;4;ARANJUEZ;918;51;OFICIAL;Oficial;URBANA;Urbana;ARANJUEZ;0;CL 87 50 AA 21;4448971- 2368970;2022.0
2;ZONA NOROCCIDENTAL;811017744-8;105001017965;105001017965;10500101796501;INSTITUCION EDUCATIVA MANUEL JOSE GOMEZ SERNA;PRINCIPAL;5;CASTILLA;920;71;OFICIAL;Oficial;URBANA;Urbana;CASTILLA;0;CR 71  97  101;4715574 - 4720775;2022.0
2;ZONA NOROCCIDENTAL;"";105001002658;105001017965;10500101796502;SECCION ESCUELA ALEJO PIMIENTA;SEDE;5;CASTILLA;920;71;OFICIAL;Oficial;URBANA;Urbana;CASTILLA;0;CL 96 N° 70 - 43;2371508;2022.0
6;ZONA SUROCCIDENTAL;811039191-1;105001018759;105001018759;10500101875901;INSTITUCION EDUCATIVA FE Y ALEGRIA EL LIMONAR;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;194;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;El Limonar N°1;CL 55 Sur  60 A 13;3370653-2869498;2022.0
6;ZONA SUROCCIDENTAL;"";405001021265;105001018759;10500101875902;SECCION ESCUELA VENTANITAS;SEDE;80;SAN ANTONIO DE PRADO;937;194;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;El Limonar N°2;CR 63  52 Sur 46;2867759;2022.0
4;ZONA CENTRO OCCIDENTAL;811039246-6;105001019011;105001019011;10500101901101;INSTITUCION EDUCATIVA STELLA VELEZ LONDOÑO;PRINCIPAL;13;SAN JAVIER;931;157;OFICIAL;Oficial;URBANA;Urbana;JUAN XXIII LA QUIEBRA;0;CL 48 DD 99D 118;3004179943;2022.0
1;ZONA NORORIENTAL;811017266-9;105001019062;105001019062;10500101906201;INSTITUCION EDUCATIVA ALFONSO MORA NARANJO;PRINCIPAL;4;ARANJUEZ;917;44;OFICIAL;Oficial;URBANA;Urbana;CAMPO VALDÉS No 1;0;CR 48 A 77 68;2333137 2110412 211823;2022.0
1;ZONA NORORIENTAL;"";105001000345;105001019062;10500101906202;SECCION ESCUELA SANTA MARIA GORETTI;SEDE;4;ARANJUEZ;917;44;OFICIAL;Oficial;URBANA;Urbana;MANRIQUE CENTRAL No 1;0;CL 67  48A 32;2334295;2022.0
3;ZONA CENTRO ORIENTAL;811040167-4;105001019089;105001019089;10500101908901;INSTITUCION EDUCATIVA VIDA PARA TODOS;PRINCIPAL;8;VILLA HERMOSA;924;120;OFICIAL;Oficial;URBANA;Urbana;Villatina;0;CR 12 52 20;2260571;2022.0
3;ZONA CENTRO ORIENTAL;"";105001002879;105001019089;10500101908902;SECCION ESCUELA HOGAR ANTIOQUIA;SEDE;8;VILLA HERMOSA;924;120;OFICIAL;Oficial;URBANA;Urbana;Villatina;0;CR 12 52 42;2260631;2022.0
3;ZONA CENTRO ORIENTAL;"";105001002267;105001019089;10500101908903;SECCION ESCUELA SOR MARIA LUISA COURBIN;SEDE;8;VILLA HERMOSA;924;120;OFICIAL;Oficial;URBANA;Urbana;Villatina;0;CR 12 52 44;2260571;2022.0
2;ZONA NOROCCIDENTAL;900413904-0;105001019143;105001019143;10500101914301;INSTITUCION EDUCATIVA JORGE ELIECER GAITAN;PRINCIPAL;6;DOCE DE OCTUBRE;921;87;OFICIAL;Oficial;URBANA;Urbana;KENNEDY;0;CL 92 83 41;2578292;2022.0
2;ZONA NOROCCIDENTAL;811019733-6;105001019194;105001019194;10500101919401;INSTITUCION EDUCATIVA EL PEDREGAL;PRINCIPAL;6;DOCE DE OCTUBRE;921;82;OFICIAL;Oficial;URBANA;Urbana;PEDREGAL;0;CL 102 74 A 47;4783320;2022.0
2;ZONA NOROCCIDENTAL;"";105001001325;105001019194;10500101919402;SECCION ESCUELA RAFAEL J. MEJIA;SEDE;6;DOCE DE OCTUBRE;921;82;OFICIAL;Oficial;URBANA;Urbana;PEDREGAL;0;CL 102    74A-109;2672681;2022.0
1;ZONA NORORIENTAL;811024770-9;105001019305;105001019305;10500101930501;INSTITUCION EDUCATIVA LA AVANZADA;PRINCIPAL;1;POPULAR;914;10;OFICIAL;Oficial;URBANA;Urbana;La Avanzada;0;CR 27 106 B B 65;5721377;2022.0
2;ZONA NOROCCIDENTAL;811018651-6;105001019330;105001019330;10500101933001;INSTITUCION EDUCATIVA BARRIO SANTA MARGARITA;PRINCIPAL;7;ROBLEDO;923;104;OFICIAL;Oficial;RURAL;Urbana;Área de Expansión Pajarito;Area de Expansión Pajarito;CL 63 N°108 BB 160;4271046;2022.0
2;ZONA NOROCCIDENTAL;"";105001021555;105001019330;10500101933002;SECCION ESCUELA SANTA MARGARITA;SEDE;7;ROBLEDO;923;104;OFICIAL;Oficial;URBANA;Urbana;Santa Margarita;0;CR 105 B 62 68;3004176050;2022.0
2;ZONA NOROCCIDENTAL;"";105001000311;105001019330;10500101933003;SECCION ESCUELA PEDRO NEL OSPINA;SEDE;7;ROBLEDO;923;104;OFICIAL;Oficial;URBANA;Urbana;Santa Margarita;0;CL 62C Nº 105C 45;4270846;2022.0
3;ZONA CENTRO ORIENTAL;811038559-1;105001019429;105001019429;10500101942901;INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO;PRINCIPAL;8;VILLA HERMOSA;924;121;OFICIAL;Oficial;URBANA;Urbana;Los Mangos;0;CR 24 B 57EE 45;2848292;2022.0
3;ZONA CENTRO ORIENTAL;"";105001008001;105001019429;10500101942902;SECCION ESCUELA NIÑO JESUS DE PRAGA;SEDE;8;VILLA HERMOSA;924;121;OFICIAL;Oficial;URBANA;Urbana;Los Mangos;0;CL 57 C 23 200;2842112;2022.0
3;ZONA CENTRO ORIENTAL;"";105001018309;105001019429;10500101942904;SECCION ESCUELA COLINAS DE ENCISO;SEDE;8;VILLA HERMOSA;924;121;OFICIAL;Oficial;URBANA;Urbana;Los Mangos;0;CR 24B    57EE-20;2847983;2022.0
1;ZONA NORORIENTAL;811017875-4;105001019453;105001019453;10500101945301;INSTITUCION EDUCATIVA VILLA DEL SOCORRO;PRINCIPAL;2;SANTA CRUZ;915;19;OFICIAL;Oficial;URBANA;Urbana;Villa del Socorro;0;CL 104 C 48 50;5218673- 3016412917;2022.0
1;ZONA NORORIENTAL;"";105001003182;105001019453;10500101945302;SECCION ESCUELA FIDEL ANTONIO SALDARRIAGA;SEDE;2;SANTA CRUZ;915;19;OFICIAL;Oficial;URBANA;Urbana;Villa del Socorro;0;CR 48 103 B 01;2368687 -2368944 -3004164995;2022.0
1;ZONA NORORIENTAL;"";105001026018;105001019453;10500101945304;SECCION ESCUELA VILLA NIZA;SEDE;2;SANTA CRUZ;915;19;OFICIAL;Oficial;URBANA;Urbana;Villa Niza;0;CL 104 A 50 41;2364169 - 3004146319;2022.0
1;ZONA NORORIENTAL;811019616-2;105001019534;105001019534;10500101953401;INSTITUCION EDUCATIVA RODRIGO LARA BONILLA;PRINCIPAL;3;MANRIQUE;916;35;OFICIAL;Oficial;URBANA;Urbana;VERSALLES No2;0;CR 25 69 D 35;2849094 2118284;2022.0
3;ZONA CENTRO ORIENTAL;811039630-1;105001019674;105001019674;10500101967401;INSTITUCION EDUCATIVA MIRAFLORES - LUIS EDUARDO VALENCIA GARCIA;PRINCIPAL;9;BUENOS AIRES;925;126;OFICIAL;Oficial;URBANA;Urbana;MIRAFLORES;0;CL 48 27 05;2697583 2273199;2022.0
2;ZONA NOROCCIDENTAL;811040184-1;105001019798;105001019798;10500101979801;INSTITUCION EDUCATIVA ALFONSO LOPEZ;PRINCIPAL;5;CASTILLA;920;72;OFICIAL;Oficial;URBANA;Urbana;ALFONSO LÓPEZ;0;CR 71 C 89 A 50;2574197;2022.0
2;ZONA NOROCCIDENTAL;"";105001020036;105001019798;10500101979802;SECCION ESCUELA MUNICIPAL KENNEDY;SEDE;5;CASTILLA;920;72;OFICIAL;Oficial;URBANA;Urbana;ALFONSO LÓPEZ;0;CL 89A    72-50;2575852;2022.0
2;ZONA NOROCCIDENTAL;"";105001002917;105001019798;10500101979803;SECCION ESCUELA CARDENAL CRISANTO LUQUE;SEDE;5;CASTILLA;920;72;OFICIAL;Oficial;URBANA;Urbana;ALFONSO LÓPEZ;0;CR 71C N 89A51;2574197;2022.0
6;ZONA SUROCCIDENTAL;811018049-1;105001019925;105001019925;10500101992501;INSTITUCION EDUCATIVA ALCALDIA DE MEDELLIN;PRINCIPAL;16;BELÉN;935;184;OFICIAL;Oficial;URBANA;Urbana;BELÉN RINCÓN;0;CL 2 B 79 80;3419090;2022.0
6;ZONA SUROCCIDENTAL;"";105001000027;105001019925;10500101992502;SECCION ESCUELA ANTONIO JOSE RESTREPO;SEDE;16;BELÉN;935;184;OFICIAL;Oficial;URBANA;Urbana;BELÉN RINCÓN;0;CL 2    79-42;2383027;2022.0
6;ZONA SUROCCIDENTAL;"";105001001643;105001019925;10500101992503;SECCION ESCUELA YERMO Y PARRES;SEDE;16;BELÉN;935;184;OFICIAL;Oficial;URBANA;Urbana;BELÉN RINCÓN;0;CR 79    2-15;3416578;2022.0
