geo_id,deped_id,school_name
NIG-043669,,UBE primary school G/egoh
NIG-043670,,Bade Unik Secondary School
NIG-043671,,U.B.E prary school Gwaba.
NIG-043672,,L.G.E.A. primary school Bakuchi.
NIG-043673,,Nelcin Comprehensive Secondary School
NIG-043674,,U.B.E. primary school Gadudna.
NIG-043675,,Warkata pry sch
NIG-043676,,Reverend john odugu memorial primary school akahufu
NIG-043677,,"Government secondary school Junior, Shadalafyia"
NIG-043678,,Migrant farmers primary school.
NIG-043679,,"Albarka Baptist Nursery and Primary School, Lagurut"
NIG-043680,,LGEA Primary School Ife
NIG-043681,,BEST BRAIN NURSERY AND PRY SCH
NIG-043682,,LGEA PRIMARY SCHOOL 
NIG-043683,,UBE NOMADIC PRI SCH RUGAN WAKILI
NIG-043684,,L.G.E.A.Pri.Sch.Ahaagalu
NIG-043685,,LGEA UBE JSS
NIG-043686,,GOVT SEC SCH KUSE
NIG-043687,,L.G.E.A primary school Iddah.
NIG-043688,,Ethiope pry Sch 2
NIG-043689,,Kampani dorowa primary and secondary school
NIG-043690,,"UBE primary school, Sabon gari, kadah"
NIG-043691,,Divine royal nursery/primary.school
NIG-043692,,UBE primary school ungwan Jaba
NIG-043693,,YANMAULU GDSSS
NIG-043694,,MODEL SCIENCE PRIMARY SCHOOL UNGUWAR WAJE
NIG-043695,,Danlafiya Pri Sch
NIG-043696,,DEMONSTRATION STANDARD COLLEGE ONYUKOKO
NIG-043697,,LGEA Ruzai
NIG-043698,,Danhassan Garun Kaya primary school
NIG-043699,,"Heritage nursery and primary school
"
NIG-043700,,LGEA Primary school Ang galadima kubacha
NIG-043701,,Kings international school
NIG-043702,,UBE Pmatuko
NIG-043703,,L.G.E.A. primary school Konu.
NIG-043704,,GSS Junior kenyi
NIG-043705,,u b e primary school
NIG-043706,,DANSA PRIMARY SCHOOL
NIG-043707,,GOVERNMENT SENIOR SECONDARY SCHOOL KAGARKO
NIG-043708,,Community primary sch umunankwo
NIG-043709,,Ana Int‘l Sch. Obuno Akpugo
NIG-043710,,Group School
NIG-043711,,Unguwar makera islamiyya primary school
NIG-043712,,Odume Primary School
NIG-043713,,"UBE Primary School Kubere , "
NIG-043714,,L.G.E.A. Babu Chingar
NIG-043715,,UBE Primary school chigwa koko
NIG-043716,,U.B.E Sec.Sch.Iwewe
NIG-043717,,LGEA PRI SCH WUOAOR MBAVAA
NIG-043718,,GJSS Talgwang
NIG-043719,,Lidle Pry Sch. Michika
NIG-043720,,Auntie mayedun private school
NIG-043721,,LGEA Primary school kukui
NIG-043722,,Burguma pri sch
NIG-043723,,Lea kopmur
NIG-043724,,Mainok primary school
NIG-043725,,LGEA primary school
NIG-043726,,Sheruri primary school
NIG-043727,,St.Luke nursery and primary school
NIG-043728,,Maudori primary school
NIG-043729,,"LGEA Primary School, Kwaghaondo"
NIG-043730,,ARAGBA SECONDARY SCHOOL
NIG-043731,,Tamsu Kawu
NIG-043732,,Isapa Junior Community High School
NIG-043733,,MAGBON-ALADE SNR. GRAMMER SCH.
NIG-043734,,Wasaram Primary  School.
NIG-043735,,Shetimari pri. Sch
NIG-043736,,Sarkin Yaki Pri Sch Gumau
NIG-043737,,Dream makers international schools
NIG-043738,,Marguba pri. Sch.
NIG-043739,,Ngamdu. Central oti. Sch
NIG-043740,,Temitope Group of School
NIG-043741,,Karagawaru pri. Sch
NIG-043742,,Excel international nursery and primary school
NIG-043743,,Jalori Primary School
NIG-043744,,Abhuru
NIG-043745,,Gurmai Primary School
NIG-043746,,Madarasatul nurul islam maikujeri
NIG-043747,,Fai primary school
NIG-043748,,YELGEA school 1 Odofin
NIG-043749,,Adam mustafa junior secondary school
NIG-043750,,Alhajiri Primary School
NIG-043751,,Magure Nomadic
NIG-043752,,Heritage of the Lord Montessori Nursery and Primary School
NIG-043753,,Awanari primary school
NIG-043754,,Kala kala Primary School
NIG-043755,,Dagoma. Lawanti pri sch
NIG-043756,,Kwayari primary school
NIG-043757,,"L.A. Pry Sch., Oke Aloyin Ila Orangun(formerly L.A. Pry. Sch.I, Oke Aloyin,Ila Orangun)"
NIG-043758,,Adam Mustapha Pri. Sch.
NIG-043759,,Community primary school umuoru Oriuzor
NIG-043760,,Jumar fulani nomadic primary school
NIG-043761,,"Community Primary School, Okoloba"
NIG-043762,,Guwo pti. Sch
NIG-043763,,Gov day secondry school Gamzago
NIG-043764,,D Kura primary school
NIG-043765,,Dungu primary school
NIG-043766,,GOVT GIRLS DAY JUNIOR SEC SCH KAURA
NIG-043767,,GSS Kumbul-kadung
NIG-043768,,Adolor pry sch
NIG-043769,,JSS ERO-OMO
NIG-043770,,Dutsen yanki pri school
NIG-043771,,fathul majiyd acedamy
NIG-043772,,Gidan kawo pri school
NIG-043773,,durmai primary school
NIG-043774,,LGEA PRIMARY SCHOOL
NIG-043775,,islammiya 
NIG-043776,,Govt day sec school
NIG-043777,,RCM Primary School Gbagir
NIG-043778,,UNITY JUNIOR SCHOOL TSARAGI
NIG-043779,,GOSHEN WORLD ACADEMY
NIG-043780,,Madonatul Ahbab
NIG-043781,,Unguwar Iliya Primary school
NIG-043782,,Gwajau primary school
NIG-043783,,dankanjiba model primary  school
NIG-043784,,Ung. Barkono Pri. School
NIG-043785,,Karofi Primary school
NIG-043786,,UBE Ugwan Wahala
NIG-043787,,Woso Primary school
NIG-043788,,Unguwar dawa pri sch
NIG-043789,,Assasnddeen islamiya primary school
NIG-043790,,Diyaul tahfiz islamiyya
NIG-043791,,NKST PRY SCH SANKERA
NIG-043792,,Layin Baushe Primary School
NIG-043793,,Danmariya Primaru School
NIG-043794,,Kuraku Primary School
NIG-043795,,gov day secondry school
NIG-043796,,stangaya
NIG-043797,,Okwelle Primary School
NIG-043798,,Iyaruwa primary school
NIG-043799,,Gandabar gabas primary school
NIG-043800,,All saints secondary school
NIG-043801,,Unity and faith primary school school
NIG-043802,,Doki primary school
NIG-043803,,LGEA Primary School Gujeni A
NIG-043804,,Sulaiman shado college
NIG-043805,,Gozaki Primary School
NIG-043806,,Wuro Gare
NIG-043807,,Gada Primary School Gada
NIG-043808,,Ideal Int Nur Pri School
NIG-043809,,Barbarejo Primary School
NIG-043810,,Dangaladima Primary School
NIG-043811,,Dankwaro Primary School
NIG-043812,,Kagara Primary School
NIG-043813,,"Govt. School,"
NIG-043814,,Bugawa primary school
NIG-043815,,ACIKARATUL PRIMARY SCHOOL
NIG-043816,,Day sec sch Rigoji
NIG-043817,,unguwan nashe primary school
NIG-043818,,Pilot science school Ejiba
NIG-043819,,Makaurachi pri sch
NIG-043820,,bunkaw primary school
NIG-043821,,Anglican N/primary school
NIG-043822,,FALGORE ISLMIYYA PRI SCH
NIG-043823,,LGEA Primary School Gboke
NIG-043824,,
NIG-043825,,LGEA  Primary School Madara
NIG-043826,,islamiya school
NIG-043827,,Brighter Tomorrow sec. Sch
NIG-043828,,Pri sch dogon kade
NIG-043829,,Nicholas Modern Academy
NIG-043830,,Ung. Echeru Primary School
NIG-043831,,UBE PRI. SCH. MAYALA
NIG-043832,,L.A primary school
NIG-043833,,Unguwar Yawa Primary
NIG-043834,,kadawa primary school
NIG-043835,,U B E Dantaro
NIG-043836,,Alh Daâu Islamiyya
NIG-043837,,Citacad Nursery &Primary School
NIG-043838,,yari bori primary school
NIG-043839,,Gigatech Nursery & Primary School
NIG-043840,,Bagudu Pri school
NIG-043841,,Madara Nur/Pri Islammiya Jarka Wari
NIG-043842,,Baban Birni Pri. Sch.
NIG-043843,,Comm. Collage Of Arabic Studies Kafur
NIG-043844,,Chepa Primary School
NIG-043845,,Bluecrest Nurs International & Pry Schl
NIG-043846,,kufan tambo primary school
NIG-043847,,Sabon Ung. Primary School Gozaki
NIG-043848,,rafin iyaka primary school
NIG-043849,,Sarwa Primary School
NIG-043850,,Kwazalewa primary school
NIG-043851,,Dumamin Toka primary school Dumadumin Toka
NIG-043852,,Daystar nps
NIG-043853,,Bright Future. Nusery/Pri. Sch.
NIG-043854,,Little Saints Foundation Sec.Sch. Odaje Mbube
NIG-043855,,Special primary school Balangu
NIG-043856,,Jigawar Gabas Primary School
NIG-043857,,Best Legacy Nur/Pry School
NIG-043858,,Hariyal Normadic Primary School
NIG-043859,,Sandbank. Mile. 4
NIG-043860,,Garin dadada primary school Garin Dadada
NIG-043861,,Mataguwan Jigawa Primary School
NIG-043862,,Umuodo community primary school
NIG-043863,,Junior Seconday School Kwatalo
NIG-043864,,Lifida primary School
NIG-043865,,Maruwa primary school maruwa
NIG-043866,,Community Primary School
NIG-043867,,AFARAKE PRIMARY
NIG-043868,,pri sch
NIG-043869,,Takaji Normadic School
NIG-043870,,Uncle Wale Nur/Pry Sch Ekute
NIG-043871,,Waro Primary School
NIG-043872,,Ganzawa Community primary
NIG-043873,,Yolawa Primary School
NIG-043874,,Gabari Primary School
NIG-043875,,KWARIN RIGA NOMADIC PRIMARY SCHOOL
NIG-043876,,KAFIN HAUSA SPECIAL PRIMARY SCHOOL
NIG-043877,,BEKUNTI PRI. SCHOOL
NIG-043878,,GOVERNMENT PRIMARY SCHOOL ABUASU
NIG-043879,,Boading Junior secondary school Balangu
NIG-043880,,NOMADIC PRIMARY SCHOOL SHARBI
NIG-043881,,Taabmyatul Quaran
NIG-043882,,METHODIST PRY SCH AARE-ALASA
NIG-043883,,Abdallawa lslamiya primary school Abdallawa
NIG-043884,,MARUKO PRIMARY SCHOOL
NIG-043885,,Community primary school
NIG-043886,,MI‘IRAJ NURSERY PRIMARY SCHOOL
NIG-043887,,Majeri primary School
NIG-043888,,Bujaye Primary School
NIG-043889,,ETSU IBRAHIM CHATTA junior sec sch
NIG-043890,,Government Day Senior Secondary School Sarawa
NIG-043891,,Karamin dengi primary school
NIG-043892,,Group Sch. Usaka Annang
NIG-043893,,Upper Basic junior sec school
NIG-043894,,Junior Secondary School Baraduwa
NIG-043895,,Aunon primary school Aunon
NIG-043896,,lgea pri sch agbaha
NIG-043897,,Sabro primary school
NIG-043898,,Tagadawai Primary School
NIG-043899,,U/Yakubu Islamiyya
NIG-043900,,Gamayin Primary School
NIG-043901,,SHARBI PRIMARY SCHOOL
NIG-043902,,Kagum suwa primary school
NIG-043903,,Blessing internstioal sch
NIG-043904,,Agombas college
NIG-043905,,salfanamoh school
NIG-043906,,tauheed academy
NIG-043907,,SETA Int. Nur and Primary
NIG-043908,,sheikh Abubakar M Gumi
NIG-043909,,BETTERCARE NURSERY/PRIMARY SCHOOL
NIG-043910,,Gems international school
NIG-043911,,DESTINED TREASURE ACADEMY
NIG-043912,,AGALA PS
NIG-043913,,Nyido primary sch.
NIG-043914,,Odo abore primary school
NIG-043915,,Chidube nursery & primary sch.
NIG-043916,,nakowa model school
NIG-043917,,Bright step school
NIG-043918,,salamat islamic school
NIG-043919,,LGEA Ungwar Sanusi 1
NIG-043920,,Silver & Gold Nury/Pry schl
NIG-043921,,TUBATAYA PRIMARY SCHOOL
NIG-043922,,Faki road pri schl sabon gari
NIG-043923,,Joy schools
NIG-043924,,Lapan schools
NIG-043925,,LGEA Primary Schol ACS Comilla Primary School. Kaduna South
NIG-043926,,Govt. Girls sec sch barnawa
NIG-043927,,Royal International School K Mashi
NIG-043928,,Yape Primary School
NIG-043929,,LGEA Primary School Gidan Inji
NIG-043930,,Brighter Tot School
NIG-043931,,LGEA KAGORO ROAD PRIMARY SCHOOL
NIG-043932,,Gilgal academy
NIG-043933,,Regina Caeli Secondary Technical School
NIG-043934,,Kaleh Primary School
NIG-043935,,duniya model school
NIG-043936,,Reboth international school
NIG-043937,,St Hellen pri sch
NIG-043938,,Duniya nursery and primary school
NIG-043939,,mascot academy
NIG-043940,,Central School Ehandiagi
NIG-043941,,Resurgent academy primary sch
NIG-043942,,UNITED SECONDARY SCHOOL
NIG-043943,,kamtos inter school
NIG-043944,,Mercyland secondary school
NIG-043945,,Giant stride
NIG-043946,,LGEA prim. Sch. Barnawa 2
NIG-043947,,Victory Nursery & primary School
NIG-043948,,LGEA  Ungwar Sanusi Primary School 
NIG-043949,,Lea Prim Sch Zwere
NIG-043950,,ZONGORO PRIMARY SCHOOL
NIG-043951,,Community Pry Sch
NIG-043952,,HOPE SCHOOLS
NIG-043953,,LGEA PRIMARY SCHOOL OHONO LOKOJA
NIG-043954,,Yanoko Nomadic Primary School
NIG-043955,,United Hekan Nursery primary and secondary sch.
NIG-043956,,NKWAGU COMMUNITY PRI. SCHOOL
NIG-043957,,LGEA PRIMARY SCHOOL II OLOGBA OJIWO
NIG-043958,,Kadpoly staff schook
NIG-043959,,HULKUI PRIMARY SCHOOL
NIG-043960,,Kwaifa Primary School
NIG-043961,,Chepherm Nursery and Primary School
NIG-043962,,Local govt Education Authority primary school
NIG-043963,,Gss Tomtom
NIG-043964,,Gangumi Primary School
NIG-043965,,GOVERNMENT GIRLS SECONDARY SCHOOL MAIMUNA GWARZO
NIG-043966,,marilyn school
NIG-043967,,Tsegaya Islamic Sch
NIG-043968,,SHEKINAH SUN SHINE NURSERY PRIMARY SCHOOL
NIG-043969,,Lgea Pry. Sch Bwato
NIG-043970,,Bakar kuka primary school
NIG-043971,,Ube kargi road
NIG-043972,,Namadi sambo junior sec school
NIG-043973,,GOVERNMENT DAY SECONDARY SCHOOL
NIG-043974,,Betty international school
NIG-043975,,T T Schools Nursery Primary and Secondary School
NIG-043976,,Army children school Artillery 11
NIG-043977,,Oeyi-Onwu Sec Grammar Sch
NIG-043978,,LGEA Mohammed Kabir Umar primary school
NIG-043979,,Yahaya Abdulkareem model primary school
NIG-043980,,Government secondary school
NIG-043981,,Junior Sec. Sch. Jibo
NIG-043982,,LEA Alkalawa primary school
NIG-043983,,OBOROKE NURSERY AND PRIMARY SCHOOL
NIG-043984,,abubakar sadiq school
NIG-043985,,LGEA Poly Road Nusery and Primary School Tudun Wada Kaduna
NIG-043986,,UGBINEN SECONDARY SCHOOL
NIG-043987,,Local Govt Education primary school
NIG-043988,,Sheikh gumi lea
NIG-043989,,Methodist Pry Sch
NIG-043990,,Jss ungwan muazu
NIG-043991,,"Primary School, Eke Achina."
NIG-043992,,Assemblies of god nursery and primary school
NIG-043993,,Lgea pri schl fulani road t/wada kaduna
NIG-043994,,Gjss kargi road kaduna
NIG-043995,,L.G.E.A Demonstration primary school
NIG-043996,,L.G.E.A primary school
NIG-043997,,Billkisu International school
NIG-043998,,Bright Btain Int Academy
NIG-043999,,Dayspring nursery and orimary schook
NIG-044000,,LGEA pri schl I Ungwan muazu kaduna
NIG-044001,,AUD Primary School Ibaka Oka
NIG-044002,,Government Day Secondary School
NIG-044003,,Local Govt Education Authority primary school
NIG-044004,,Christ Supreme Academy
NIG-044005,,Excel Universal College
NIG-044006,,AMN GJSS T/WADA KADUNA
NIG-044007,,HUSSEY COLLEGE
NIG-044008,,COMMUNITY SENIOR SECONDARY GANMO
NIG-044009,,MODEL NURSURY AND PRIMARY SCHOOL U/RIMI LOW COST
NIG-044010,,ARMY CHILDREN SCHOOL.NEW CANTONMENT B
NIG-044011,,LEA ABAKPA
NIG-044012,,"KNLGEA Domestic Sxience Centre, Doka"
NIG-044013,,"KING ADO JUNIOR HIGH SCHOOL, LAGOS."
NIG-044014,,A B S I PRIMARY SCHOOL
NIG-044015,,LGEA KABALA COSTAIN
NIG-044016,,St. Patrick nursery and primary
NIG-044017,,DR NUHU SUNUSI JUNIOR SECONDARY SCHOOL
NIG-044018,,Model primary school
NIG-044019,,Hallmark International School
NIG-044020,,Demostration nursry and primary sch.
NIG-044021,,GSS Rijau
NIG-044022,,Dayiri Primary School
NIG-044023,,ARMY CHILDREN SCHOOL NEW CANTOMENT B
NIG-044024,,St Justin‘s Nursery and Primary School Mhambe
NIG-044025,,Okpelle Primary School
NIG-044026,,ACS DALET BARRACK
NIG-044027,,Government Junior Secondary School Dalawa
NIG-044028,,NAF BASE PRIMARY SCHOOL
NIG-044029,,RIMI COLLEGE TAFAWA BALEWA WAY
NIG-044030,,KADUNA STATE SPECIAL SCHOOL 
NIG-044031,,JAMAL NUR/PRY/SEC
NIG-044032,,aminyima primary school ukawu
NIG-044033,,MUNEER NURSERY AND PRIMARY SCHOOL
NIG-044034,,Hassan sada quranic model primary school
NIG-044035,,LGEA ungwan gwari
NIG-044036,,DOMESTIC SCIENCE CENTRE.KAWO
NIG-044037,,LGEA Ja'afaru Estate
NIG-044038,,Baptist Sec. Grammer sch(junior 1)
NIG-044039,,MALLAM LAWAN ISLAMIYYA MUGUJI
NIG-044040,,Salvation nursery and prim.
NIG-044041,,Gangwaja Primary School
NIG-044042,,Hadial International school
NIG-044043,,DALET JUNIOR GIRLS SECONDARY SCHOOL.KAWO
NIG-044044,,St Barnabas Sch 1
NIG-044045,,Divine Grace Nursery and Primary School;Ukwuokwu
NIG-044046,,LGEA PRIMARY SCHOOL GWARI ROAD
NIG-044047,,Research model nursery and primary school
NIG-044048,,All saint Diocesan Secondary school
NIG-044049,,Fatimatu Zahara. Islamiya primary school
NIG-044050,,GOVT JUNIOR SECONDARY SCHOOL U/SARKI
NIG-044051,,LGEA PRY SCHOOL UNGWA/SARKI KADUNA
NIG-044052,,LGEA. NURSERY AND PRIMARY SCHOOL UNGWAN/KUDU
NIG-044053,,Junior secondary school Karshi
NIG-044054,,Asmau makarfi junior sec school
NIG-044055,,"LEA NURSERY/PRIMARY SCHOOL, BADARAWA 2, KADUNA"
NIG-044056,,LGEA Kigo Road
NIG-044057,,"St. John‘s School 11, Ogijo"
NIG-044058,,ST. Francis college zonkwa
NIG-044059,,Lagos Street Primary Sch
NIG-044060,,Unity School
NIG-044061,,GOVERNMENT SECONDARY SCHOOL.NAF BASE
NIG-044062,,Community Pri Sch
NIG-044063,,Divine Gift Nurs.& Prim Sch.
NIG-044064,,LGEA PRIMARY SCHOOL CONSTITUTION
NIG-044065,,GOVERNMENT  JUNOIR SECONDARY SCHOOL DOKA
NIG-044066,,Gdss Jipa
NIG-044067,,L G E A KATSINA ROAD PRIMARY SCHOOL
NIG-044068,,LEA PRIMARY SCHOOL BADARAWA 1
NIG-044069,,LGEA MURI ROAD PRI SCH
NIG-044070,,L E A PRIMARY SCHOOL MAGAJIN GARI
NIG-044071,,C A C COMMERCIALGRAMAR SCHOOL JUNIOR ONE
NIG-044072,,"Govt junior sec
.school.kawo former ktc"
NIG-044073,,UBE
NIG-044074,,U.B.E Kongo
NIG-044075,,Umuaku Secondary School Isuochi
NIG-044076,,Barayar zaki primary shcool
NIG-044077,,Toranke Pry School
NIG-044078,,Ube Gora Tsakiya
NIG-044079,,Wesley Primary Sch. I
NIG-044080,,Comm.Sch. Umuohie Umukabia
NIG-044081,,Ube G/Makam
NIG-044082,,Ube Primary Sch Ung Gishiri
NIG-044083,,Hasmawu Islamic Nursery and Primary School
NIG-044084,,Goverment Sec.SchoolMkd
NIG-044085,,Jnr. Sec. Sch.
NIG-044086,,Uwene Ukehe Comunity Prim. Prim. Sch.
NIG-044087,,L.G.E.A Pri. Sch. Tsakiya
NIG-044088,,Ube Sabon Chigulu B
NIG-044089,,U.B.E Ung Gaude
NIG-044090,,Ameibi Junior Sec School. Amuke. Ohafia
NIG-044091,,"Faith school and college, college"
NIG-044092,,Kwara State Polytechnic Secondary School
NIG-044093,,St Lawrence Nusury School
NIG-044094,,Nomadic Pri Sch Wuro Gaiya
NIG-044095,,"Community Primary School I, Onitsha"
NIG-044096,,GTEATER TOMORROW INT‘L SCHOOL
NIG-044097,,Manchua Primary School
NIG-044098,,Home Economic Ikuehi
NIG-044099,,Lea Prim Sch Paggo
NIG-044100,,Lea Prim Sch Agwangwara
NIG-044101,,UBE J.S.S Ogoh-Okpo
NIG-044102,,Awanba Pry. Sch.
NIG-044103,,U.B.E Pri Sch Kurmin Musa2
NIG-044104,,Moon Comm. Sec. Sch. Anyaise
NIG-044105,,Bishop Ameh Memorial methodist High Sch. 0tukpoy
NIG-044106,,HABABUDEENIL ISLAM NURSERY AND PRIMARY SCHOOL OBOROKE IHIMA
NIG-044107,,Eko Immaculate International College
NIG-044108,,OKPOKO COMMUNITY PRIMARY SCHOOL XIV
NIG-044109,,Lgea Prim Sch Tiringa
NIG-044110,,Lgea  Anguwan maitakalmi
NIG-044111,,Hill View Nursery/Primary School
NIG-044112,,U.B.E Ittah
NIG-044113,,Ube Dangylomi
NIG-044114,,Ube Prim Sch. Ung. Maikai
NIG-044115,,Abdullahi Dalhatu Quranic School
NIG-044116,,Nomadic Wuro Tashi
NIG-044117,,Jerepmapi Primary School
NIG-044118,,Lgea Gidan Jibir
NIG-044119,,Govt science sec school isanlu
NIG-044120,,U.B.E Aforo
NIG-044121,,Lgea Prim Sch Karbana
NIG-044122,,St Peter Ang Pry Schl
NIG-044123,,Baptist L G E A School ipee
NIG-044124,,Cps Elugwu Ettam
NIG-044125,,Ube Gidan Maaji
NIG-044126,,Lea Prim. Sch. Yaji
NIG-044127,,Baptist M.L.G.E.A. ILETEJU 1MOPA.
NIG-044128,,Ube Ung Rage
NIG-044129,,Idafa primary school
NIG-044130,,Girls technical college obollo Afor
NIG-044131,,L.E.A Pri Sch Barga
NIG-044132,,Ube Primary Sch. Magaji Ram
NIG-044133,,MAKARANTAR MALLAM USMAN MAI SANDA
NIG-044134,,Onipede Primary School Eleja
NIG-044135,,Gdss. Ss gengle
NIG-044136,,L.G.E.A.Pri Pini
NIG-044137,,Ube Gidan Sani Gandu
NIG-044138,,Comm Model Pry Sch
NIG-044139,,L.G.E.A Gidan Magaji
NIG-044140,,Comm Prim Sch Akpada
NIG-044141,,C P S Ebikiri Zion Azuzuama
NIG-044142,,Praise Academy Kachia
NIG-044143,,"C.P.S. Ii, Angalabiri"
NIG-044144,,Ube Primary School Dibode3
NIG-044145,,KULUKI KATANGA ISLAMIYYA SCHOOL.
NIG-044146,,Ube Prim Sch Agwangurma
NIG-044147,,Dutsin Fakkara Primary School
NIG-044148,,Yarimawa P. S
NIG-044149,,St. Joseph Pri./Junior Secondary Sch. Katari
NIG-044150,,Sacred Heart R C M Igbogi
NIG-044151,,Lea Prim. Sch. Kurmin Biri I
NIG-044152,,"NKST Science primary School,Sai"
NIG-044153,,Ube Ahmadu Fadama
NIG-044154,,Shengu Ube Primary School
NIG-044155,,Ube Dudu
NIG-044156,,St. Mary'S & John'S Nur./Pri. School Katari
NIG-044157,,"ST. ANDREWS RCM SCHOOL,NDON EBOM"
NIG-044158,,Ube Prim Sch Alili
NIG-044159,,LGEA Primary School Ekati
NIG-044160,,GOYA PRIMARY SCHOOL
NIG-044161,,Ukuru primary school
NIG-044162,,Lgea Prim. Sch. Maidamishi
NIG-044163,,"UBE Commumity Pri. Sch. Kpautagi
"
NIG-044164,,L GEA ONIPAKO PRI. SCH.
NIG-044165,,LGEA primary school bassa
NIG-044166,,Madarasatul zikra Adfalul Nawalli
NIG-044167,,Ube Prim Sch Tudun Tama
NIG-044168,,Adage 1 Primary Sch
NIG-044169,,L.A Primary School
NIG-044170,,Dagwarwa ps
NIG-044171,,Lea Prim. Mai'Ido Rafi
NIG-044172,,L.E.A Primary Sch Adage
NIG-044173,,Higher Ground Academy Secondary School Pilgani.
NIG-044174,,Govt Junior Sec Sch Gidan Gyara
NIG-044175,,Hamash nursery and primary school
NIG-044176,,Ube Koro Gwari
NIG-044177,,Amazing Grace Citadel Collage
NIG-044178,,Ube Jaudu
NIG-044179,,Ube Akwaya Hanya
NIG-044180,,Ansarr-ud-deen primary school Odunfa
NIG-044181,,Shudan Primary School
NIG-044182,,Lgea Primary School Kudah
NIG-044183,,Govt Sec Sch Kurmin Musa Junior
NIG-044184,,L.E.A Primary Kurmin Siddi
NIG-044185,,U.B.E Boham Pri Sch
NIG-044186,,L.E.A Pri Sch Impi Katurmi
NIG-044187,,Lawan mustapha primary school / junior.secondary school
NIG-044188,,Lgea Sabo Maru
NIG-044189,,Ube Primary School Ungwan Gaude B
NIG-044190,,Irshadul subyan islamiyya ps
NIG-044191,,Ube Prim Sch Azara
NIG-044192,,Bright Institute
NIG-044193,,Nomadic Primary Sch Ikka
NIG-044194,,Randle avenue primary school
NIG-044195,,Ukangala pry schl
NIG-044196,,L.E.A Pri Sch Pan Zaki
NIG-044197,,St. Columcille‘s Catholic Primary School Irowa
NIG-044198,,Hassan Roman Catholic Primary School
NIG-044199,,Ube Ungwan Waja
NIG-044200,,Zion bissa pry sch
NIG-044201,,Maranatha comprehensive secondary school
NIG-044202,,Govt Sec Sch Bishini
NIG-044203,,UBE Junior Sec School Effa
NIG-044204,,L.E.A Pri Sch K/Sara
NIG-044205,,UBE Yalwan Danwata
NIG-044206,,ULUMUL QURAN YABAWA
NIG-044207,,Baptist LGEA Primary School
NIG-044208,,L.E.A Kurmin Rami
NIG-044209,,Model Pri. Sch. Katari
NIG-044210,,L.G.E.A Nursery and Primary Sch
NIG-044211,,U.B.E Pri. Sch. Nassarawa
NIG-044212,,Wesley comp high sch
NIG-044213,,Lgea Kwagiri Kaje
NIG-044214,,ECWA/MLGEA SCHOOL OKEDIGBA MOPA
NIG-044215,,Ube Ungwan Pah 3
NIG-044216,,Ube Hambori
NIG-044217,,Ube Rubbu
NIG-044218,,Immaculate Heart College
NIG-044219,,Nomadic Sch Yaji
NIG-044220,,bankanu primary school
NIG-044221,,primary school dadu
NIG-044222,,Ube Kintaro
NIG-044223,,Lea Yarbung
NIG-044224,,Kuran PS
NIG-044225,,Ube Primary Sch. Ung. Maisaje
NIG-044226,,Dapanti primary school
NIG-044227,,Ube Abakwa
NIG-044228,,"ST, PHILIP‘S PRIMARY SCHOOL, ISABANG."
NIG-044229,,U.B.E Dogon Tudu
NIG-044230,,U.B.E Pri. Sch. Kurmin Masara
NIG-044231,,yamma primary school
NIG-044232,,Dinkoru Primary School
NIG-044233,,Continental college
NIG-044234,,Lgea Fadan Achi
NIG-044235,,Divine Model College Sabon Sarki
NIG-044236,,Gss Antong
NIG-044237,,Quranic School Ung. Gabas
NIG-044238,,Ansarudeen 1 primary school
NIG-044239,,Abdulrahman Islamic Sch.
NIG-044240,,Bagurja primary school
NIG-044241,,L.G.E.A Pri Sch Gadanaji
NIG-044242,,Children Indaawah Nursery And Prim Sch
NIG-044243,,NOMADIC PRI SCH KARSANA II
NIG-044244,,U.B.E Pri. Sch. Garin Panda
NIG-044245,,LGEA PRIMARY SCHOOL
NIG-044246,,L.E.A Pri Sch Kumin Sara
NIG-044247,,Ube Mai'Ido Kufai
NIG-044248,,Model Pri. Sch. Sabon Sarki
NIG-044249,,GJSS Kuda
NIG-044250,,Cherubim & Seraphim LGEA School
NIG-044251,,Jss Gumel
NIG-044252,,N Y S C pry school
NIG-044253,,U.B.E Pri. Sch. Yalwa
NIG-044254,,Lea Prim. Kurmin Mazuga
NIG-044255,,Army Children School Nasa
NIG-044256,,GDSS Birnin Tsaba
NIG-044257,,Ube Primary School Gidan Busa
NIG-044258,,L.G.E.A Pri. Sch. Kwaturu
NIG-044259,,MAIRUWA NURUL HUDA ISLAMIYA DAURA
NIG-044260,,"LGEA PRIMARY SCH., MBAMENA"
NIG-044261,,Lea Chigulu A
NIG-044262,,Lgea Prim. Sch. Bahago
NIG-044263,,Army Children School Rehab
NIG-044264,,Grace Land Nursey and Primary School
NIG-044265,,Islamic School Sakwai
NIG-044266,,Holy Family Catholic Nursery & Primary School
NIG-044267,,LEA Primary School
NIG-044268,,Saint Emmanuel African Church School
NIG-044269,,Govt Prm Sch Obodio
NIG-044270,,Ube Primary School Ung. Shekarau
NIG-044271,,Asagba Primary School l
NIG-044272,,St Peter'S Primary School Osina
NIG-044273,,Ube Kuturan Buzu
NIG-044274,,Mohammed Sambo Memorial Nursery Primary Sch
NIG-044275,,L.G.E.A Primary School Sabon Sarki Ii
NIG-044276,,L.E.A Pri Sch Kwakware Sabo
NIG-044277,,COMMUNITY. PRIMARY SCHOIGBO OLOGUN
